URL,Etiology,Symptoms
https://www.orthobullets.com/pathology/8056/neurofibroma,"Cell types
fibroblasts (predominant cell)
nonmyelinating Schwann cells
cell of origin, arises from this cell
perineural cells
differentiate from Schwannoma, which involves Schwann cell alone
Molecular biology
arise in
nonmyelinating
Schwann cells
with
biallelic inactivation
of NF1
tumor-suppressor
gene
loss of expression of protein
neurofibromin
neurofibromin negatively
regulates
RAS-mediated
pathway
loss of neurofibromin leads to
increased RAS
activity
affects RAS-dependent MAPK activity which is essential for osteoclast function and survival
rapid hyperplasia of nonmyelinating Schwann cells into neurofibromas after NF1 inactivation
recruits perineural cells, fibroblasts, mast cells, endothelial cells","asymptomatic
stinging, itching, pain, disfiguration"
https://www.orthobullets.com/basic-science/422806/operative-blood-loss-and-transfusion,,
https://www.orthobullets.com/shoulder-and-elbow/3069/pectoralis-major-rupture,"Pathophysiology
mechanism
excessive tension on a maximally eccentrically contracted muscle
occurs during the downward portion of a bench press, with the
arm in the final 30 degrees of humeral extension
while pushing against heavy resistance
tendon fails in a predictable sequence
inferior fibers of sternocostal head fail first
then superior fibers of the sternocostal head
finally the clavicular head",pain and weakness of shoulder
https://www.orthobullets.com/hand/6023/pin-compression-syndrome,"Pathophysiology
mechanism of injury
microtrauma
from repetitive pronosupination movements
trauma
fracture/dislocation (e.g., monteggia fx, radial head fx, etc)
space filling lesions
e.g. ganglion, lipomas, etc
inflammation
e.g. rheumatoid synovitis of radiocapitellar joint
iatrogenic
(surgery)
pathoanatomy:
five potential sites of compression include
fibrous tissue anterior to the radiocapitellar joint
between the brachialis and brachioradialis
“leash of Henry”
are recurrent radial vessels that fan out across the PIN at the level of the radial neck
extensor carpi radialis brevis edge
medio-proximal edge of the extensor carpi radialis brevis
""arcade of Fröhse""
which is the proximal edge of the superficial portion of the supinator
supinator muscle edge
distal edge of the supinator muscle","insidious onset, often goes undiagnosed
defining symptoms
pain in the forearm and wrist
location depends on site of PIN compression
e.g., pain just distal to the lateral epicondyle of the elbow may be caused by compression at the arcade of Frohse
weakness with finger, wrist and thumb movements"
https://www.orthobullets.com/pediatrics/4027/ankle-fractures--pediatric,,"common symptoms
pain
inability to bear weight"
https://www.orthobullets.com/pediatrics/4045/leg-length-discrepancy-lld,"Common causes of LLD
congenital disorders
hemihypertrophy
dysplasias
PFFD
DDH
unilateral clubfoot
paralytic disorders
spasticity (cerebral palsy)
polio
physis disruption
infection
trauma
tumor
Associated conditions
back pain
increased prevalence of
back pain
osteoarthritis
decreased coverage of femoral head on long leg side leads to
osteoarthritis
84% of the time
functional scoliosis
inefficient gait
equinus contracture of ankle",usually asymptomatic
https://www.orthobullets.com/foot-and-ankle/7042/tarsal-tunnel-syndrome,"Mechanism
types of impingment
intrinsic
ganglion cyst
tendonopathy
tenosynovitis
lipoma/tumor
peri-neural fibrosis
osteophytes
extrinsic
shoes
trauma
anatomic deformity (tarsal coalition, valgus hindfoot)
post-surgical scaring
systemic inflammatory disease
edema of the lower extremity
cause of impingement able to be identified in 80% of cases","pain
pain with prolonged standing or walking
often vague and misleading medial foot pain
sharp, burning pains in the foot
numbness
intermittent paresthesias and numbness in the
plantar foot
may present as part of the ""heel pain triad""
posterior tibial tendon deficiency (adult-acquired flatfoot), plantar fasciitis, tarsal tunnel syndrome
believed to be due to loss of static and dynamic stabilizers of the medial arch and susequent traction neuropathy on the tibial nerve"
https://www.orthobullets.com/recon/422821/tha-trunnionosis,"Pathophysiology
Galvanic corrosion
corrosion caused by an electrochemical transfer of electrons between dissimilar metals
i.e. cobalt-chromium (CoCr) alloy femoral head on a titanium alloy stem
Fretting corrosion
corrosion from relative micromotion between two materials causing wear
i.e. tolerance between male and female morse taper allows for micromotion and wear
contributes to
trunniononsis
Crevice corrosion
physicochemical interaction between a metal and environment leading to altered mehcanical properties
stainless steel most prone to crevice corrosion
The adverse reaction to metal debris generation may result in an a
septic
lymphocyte-dominant vasculitis association lesion (ALVAL; also referred to as pseudotumor)
similar to that seen in metal-on-metal hips",
https://www.orthobullets.com/basic-science/9091/pth-and-vit-d-physiology,,
https://www.orthobullets.com/hand/6022/ulnar-tunnel-syndrome,"Pathoanatomy
causes of compression include
ganglion cyst (
80% of nontraumatic causes)
lipoma
repetitive trauma
ulnar artery thrombosis or aneurysm
hook of hamate fracture or nonunion
pisiform dislocation
inflammatory arthritis
fibrous band, muscle or bony anomaly
congenital bands
p
almaris brevis hypertrophy
idiopathic",
https://www.orthobullets.com/foot-and-ankle/7041/interdigital-mortons-neuroma,"Pathophysiology
mechanism of injury
not fully understood
compression/tension of the interdigital nerve around the
transverse intermetatarsal ligament
repetitive microtrauma
pathoanatomy
perineural fibrosis and entrapment of the interdigital nerve","pain
worse with weight-bearing or wearing
narrow toe box shoes
(e.g. high heels)
relief of symptoms by removing shoes and massaging foot
paresthesia
most commonly on the plantar aspect of web space"
https://www.orthobullets.com/knee-and-sports/3113/concussions-mild-traumatic-brain-injury,"Pathophysiology
direct blow to the head, face, neck or elsewhere with force transmitted to the head
complex neurometabolic cascade
resulting in the typical signs and symptoms of a concussion
abnormal neuronal ionic flux -- headache, photophobia, phonophobia
altered release of neurotransmitters (glutamate) -- impaired cognition, amnesia, slowed reaction time
energy depletion, in an effort to correct the above underlying biochemical imbalances -- vulnerable to second injury (second-hit phenomenon)
may or may not experience
loss of consciousness
not required for diagnosis of concussion
Risk factors
sports with
player-to-player contact
football, wrestling, soccer, basketball at highest risk
prior concussion
2-8x higher risk of sustaining another concussion
female
age < 18 years
mood disorders, learning disorders, history of migraines
mostly complicates diagnosis and recovery rather than predisposing to concussion
Guidelines
International Conference on Concussion in Sport
meeting held every 4 years
focuses on the prevention, diagnosis and management of sports-related concussion
generates a consensus statement summarizing the updated practice guidelines
consensus statement created at the first meeting in 2001
grading system for concussions removed in 2004
all classification systems removed in 2008
newer assessment tools and
timing of return to play
was the primary focus of the most recent meeting","somatic symptoms
headache
most common symptom
present in 70%
of concussed athletes
types
myofascial tension headache -- pain localized to posterior neck at base of skull
post-traumatic headache -- pressure localized to forehead and/or top of head
dizziness
balance problems
nausea
and/or vomiting
vision changes
sensitivity to light (
photophobia
) or sound (
phonophobia
)
cognitive symptoms
feeling ""in a fog""
or slowed down
difficulty concentrating
forgetful
emotional symptoms
lability
irritability
sadness
sleep disturbance
change in amount of sleep (more or less)
difficulty falling asleep,
insomnia
drowsiness"
https://www.orthobullets.com/pediatrics/4007/supracondylar-fracture--pediatric,"Pathophysiology
mechanism of injury
fall on outstretched extremity
Associated injuries
neuropraxia
anterior interosseous nerve (AIN) neurapraxia (branch of median n.)
the most common nerve palsy seen with supracondylar humerus fractures
radial nerve palsy
second most common neurapraxia (close second)
ulnar nerve palsy
seen with flexion-type injury patterns
nearly all cases of neurapraxia following supracondylar humerus fractures resolve spontaneously
further diagnostic studies are not indicated in the acute setting
vascular compromise (5-17%)
rich collateral circulation can maintain circulation despite vascular injury
ipsilateral distal radius fractures","pain
refusal to move the elbow"
https://www.orthobullets.com/shoulder-and-elbow/3051/posterior-shoulder-instability-and-dislocation,"Pathophysiology
mechanism
trauma (posterior dislocation)
50% of cases that present for evaluation
usually dramatic presentation
microtrauma (posterior instability)
may lead to a labral tear, incomplete labral avulsion, or erosion of the posterior labrum
may lead to gradual stretching of capsule and patulous posterior capsule
common in lineman, weight lifters, overhead athletes
usually insidious onset and presentation
seizures and electric shock
tetanic muscle contraction pulls the humeral head out
anterior instability and dislocations are still more common with seizures
however, posterior dislocations are unlikely to occur without significant trauma (ie. seizures)
biomechanical forces
flexed, adducted, and internally rotated arm is a high-risk position
Associated conditions
see table below
Lesions Associated with Posterior Instability
Avulsion of posterior band of IGHL
Associated with acute subluxations
Posterior Bankart lesions
Characterized by detachment of posterior inferior capsulolabral complex
Reverse Hill-Sachs lesions
Associated with locked and difficult to reduce dislocations
Posterior labral cyst
Associated with chronic reverse Bankart lesion
Posterior glenoid rim fracture
Associated with chronic reverse Bankart lesion
Lesser tuberosity fracture
Associated with acute posterior dislocation
Large capsular pouch
Can see with MRI with contrast, often with chronic posterior instabiltiy","pain with flexion, adduction, and internal rotation of the arm"
https://www.orthobullets.com/shoulder-and-elbow/322131/elbow-physical-exam,,
https://www.orthobullets.com/recon/5013/tha-periprosthetic-fracture,"Classification
intraoperative fractures
femur
acetabulum
postoperative fractures
femur
acetabulum
Prevention
preoperative templating
reduces risk of intraoperative fractures
adequate surgical exposure
special care when using cementless prosthesis in poor bone (RA, osteoporosis)",
https://www.orthobullets.com/trauma/1040/femoral-shaft-fractures,"Mechanism
traumatic
high-energy
most common in
younger population
often a result of high-speed motor vehicle accidents
low-energy
more common in
elderly
often a result of a fall from standing
gunshot
Fracture patterns
transverse
pure bending moment
spiral
rotational moment
oblique
uneven bending moment
segmental
4-point bending moment
comminuted
high-speed crush or torsion mechanism
Associated conditions
orthopaedic
ipsilateral femoral neck fracture
2-6% incidence
often basicervical, vertical, and nondisplaced
lack of displacement due to majority of energy dissipated through femoral shaft
missed 19-31% of time
bilateral femur fractures
significant risk of pulmonary complications
increased rate of mortality as compared to unilateral fractures
ipsilateral tibial shaft fractures
ipsilateral acetabular fracture
thoracic
pulmonary injury
early surgical treatment of femur fracture can lead to ARDS
approximately 2% of cases
treatment can proceed when patient is appropriately resuscitated
cerebral hemorrhage, subdural hemorrhage
early surgical treatment can exacerbate neurologic injury
intraoperative hypotension can decrease brain perfusion",pain in thigh
https://www.orthobullets.com/hand/6050/kienbocks-disease,"Pathophysiology
thought to be caused by
multiple factors
biomechanical factors
ulnar negative variance
leads to increased radial-lunate contact stress
decreased radial inclination
repetitive trauma
anatomic factors
geometry of lunate
vascular supply to lunate
patterns of arterial blood supply have differential incidences of AVN
disruption of venous outflow leading to increased intraosseous pressure
Blood supply to capitate is also poor and may lead to AVN.","dorsal wrist pain
usually
activity related
more often in dominant hand"
https://www.orthobullets.com/knee-and-sports/3133/articular-cartilage-defects-of-knee,"Pathophysiology
mechanism of injury
acute trauma or chronic repetitive overload
impaction resulting in cartilage softening; fissuring; flap tears; or delamination
the cause of OCD is unknown
pathomechanics
impaction forces greater than
24 MPa
will disrupt normal cartilage
cellular biology
cartilage injuries have
limited spontaneous healing and propensity to worsen over time","asymptomatic vs. localized knee pain
may complain of effusion, motion deficits, mechanical symptoms (e.g., catching, instability)"
https://www.orthobullets.com/trauma/1039/subtrochanteric-fractures,"Pathophysiology
young patients
high-energy mechanism (MVC)
elderly patients
low-energy mechanism (ground level falls)
rule out pathologic or atypical femur fracture
denosumab or bisphosphonate use, particularly alendronate, can be risk factor
Pathoanatomy
deforming forces on the proximal fragment are
abduction
gluteus medius   and gluteus minimus
flexion
iliopsoas
external rotation
short external rotators
deforming forces on distal fragment
adduction & shortening
adductors","hip and thigh pain
inability to bear weight"
https://www.orthobullets.com/trauma/1057/osteomyelitis--adult,"Pathophysiology
mechanism of spread
hematogenous
originated or transported by blood
may be due to bacterial or viral systemic illness
most common etiology in children
vertebrae are the most common hematogenous site in adults
S. aureus
is the most common organism
contiguous-spread
associated with previous surgery, trauma, wounds, or
poor vascularity
can be bacterial (most common), mycobacterial, or fungal in nature
direct-inoculation
penetrating injuries
open fractures
surgical contamination
pathobiology
planktonic stage
bacteria attach to an inert substrate and undergo apoptosis to create a matrix for biofilm
biofilm formation
biofilm is characterized by bacteria entering a no-growth, or sessile, phase, which makes them even more resistant to antibiotics that depend on replication to carry out their effect
biofilm is then made of an extracellular polymeric substance or exopolysaccharide
antibiotics are less effective due to difficulty penetrating the biofilm and bacteria lowering their metabolic rate
Associated conditions
orthopaedic manifestations
septic arthritis
abscess
medical conditions
immunosuppression
dialysis
IV drug use
diabetes
poor nutrition
vascular disease
Organism (see table below)
organism
varies by age of the patient
S. aureus
is most common in adults
Osteomyelitis Organism Table
Newborns
(younger than 4 mo)
S. aureus, Enterobacter species, group A and B Streptococcus species
Children
(aged 4 mo to 4 y)
S. aureus, group A Streptococcus species, Kingella kingae, and Enterobacter species
Children, adolescents
(aged 4 y to adult)
S. aureus (80%), group A Streptococcus species, H. influenzae, and Enterobacter species
Adult
S. aureus and occasionally Enterobacter or Streptococcus species
Unusual Osteomyelitis Organism Table
Salmonella
Sickle cell anemia patients (S. aureus is still most common)
Pseudomonas
IV drug use with AC or SC joint infection
or puncture wound through rubber soled shoes
Bartonella
HIV/AIDS patient following cat scratch or bite
Fungal osteomyelitis
Immunosuppressed, long-term IV medications, or parenteral nutrition
Tuberculosis
Manifestations include Potts disease","pain
fever
more common in acute osteomyelitis"
https://www.orthobullets.com/hand/6043/scaphoid-lunate-advanced-collapse-slac,"Pathoanatomy
chronic SL ligament injury creates a
DISI deformity
scaphoid is flexed and lunate is extended as scapholunate ligament no longer restrains this articulation
scapholunate angle > 70 degrees
lunate extended > 10 degrees past neutral
resultant scaphoid flexion and lunate extension creates
abnormal distribution of forces across midcarpal and radiocarpal joints
malalignment of concentric joint surfaces
initially affects the
radioscaphoid joint
and progresses to capitolunate joint
notably the
radiolunate joint is spared","difficulty bearing weight across wrist
patients localize pain in region of scapholunate interval
progressive weakness of affected hand
wrist stiffness"
https://www.orthobullets.com/recon/422822/tha-pseudotumor-metal-on-metal-reactions,"Pathophysiology
mechanism
two different mechanisms have been proposed for formation of pseudotumors:
hypersensitivity to metal ions
local high wear debris
variability in distribution of metal debris, degree of necrosis, and number, type, and arrangement of inflammatory cells
macrophages and lymphocytes are present in all cases with
lymphocytes
being predominant
patient's with high wear have more macrophages than those with primarily hypersensitivity to metal ions
patients with extensive infiltrates of macrophages tend to have smaller lymphocytic aggregates.","common symptoms
may be asymptomatic
groin pain
trendelenburg gait"
https://www.orthobullets.com/shoulder-and-elbow/3129/lateral-ulnar-collateral-ligament-injury-plri,"Pathophysiology
traumatic
most often discussed as a result of
elbow dislocation
combination of forearm
supination,
axial loading, valgus
(posterolateral) stress, and elbow extension causes progressive failure of the lateral collateral ligament complex and anterior capsule, resulting posterolateral subluxation of the radial head and external rotation of the semilunar notch away from trochlea
Lateral collateral ligament complex most commonly fails at humeral origin (lateral epicondyle)
common extensor origin can also be avulsed
radioulnar articulation remains intact
iatrogenic injury
from arthroscopic or open procedures of the lateral elbow that go posterior to equator of radial head (e.g. debridement of lateral epicondylitis)
arthroscopic debridement should be kept anterior to equator of the radial head
chronic attenuation
secondary to chronic cubitus
varus malunion
abnormal lateral thrust stretches out the LUCL with time
abnormal triceps vector further stretches LUCL
Associated conditions
elbow dislocations","pain
is the primary symptom
mechanical symptoms
(clicking, catching, etc.)
often with elbow extension and when pushing off from arm of chair"
https://www.orthobullets.com/shoulder-and-elbow/3054/internal-impingement,"Pathophysiology
mechanism
impingement occurs during
maximum arm abduction and external rotation
during late cocking
and
early acceleration phases of throwing
causes
""peel-back"" phenomenon of posterosuperior labrum by the biceps
pathoanatomy
caused by repetitive impingement of the posterior under-surface of the supraspinatus tendon and the posterior superior aspect of the glenoid
pathologic micromotion of the humeral head allows the rotator cuff to become impinged between the humral head and glenoid.
in contrast to
subacromial or ""external"" impingement which occurs on bursal side of rotator cuff
internal impingement covers a spectrum of injuries including
fraying of the articular side of the posterior rotator cuff (supraspinatus-infraspinatus interval)
posterior and superior labral lesions
hypertrophy and scarring of posterior capsule glenoid
(Bennett lesion)
cartilage damage at posterior glenoid
etiology
tightness of posterior band of IGHL
anterior micro-instability
Associated conditions
associated with
GIRD
SLAP tears
SICK scapula and dyskinesia","shoulder pain, sometimes loalized posteriorly
diffuse pain in
posterior shoulder
along the posterior deltoid
shoulder pain
worse
with throwing
especially during late cocking and early acceleration"
https://www.orthobullets.com/trauma/1000/other-trauma-topics,,
https://www.orthobullets.com/knee-and-sports/9019/meniscus,,
https://www.orthobullets.com/pediatrics/4054/neurofibromatosis,"Genetics
autosomal dominant (AD)
mutation in NF1 gene on chromosome 17q11.2
codes for
neurofibromin protein
negatively
regulates
Ras
signaling pathway
neurofibromin deficiency leads to increased Ras activity
affects
Ras-dependent MAPK activity
which is essential for osteoclast function and survival
neurofibromatosis is the most common genetic disorder caused by a new mutation of a single gene
Associated conditions
scoliosis
anterolateral
bowing of tibia
bowing of forearm bones with obliteration of medullary cavity
ulnar pseudoarthrosis
radius pseudoarthrosis
neoplasias",
https://www.orthobullets.com/pathology/8053/neurilemmoma,"Pathoanatomy
can affect motor or sensory nerves
Genetics
often associated with mutations affecting NF2 gene
Malignant transformation
extremely rare","usually asymptomatic
may have
paresthesia
in the distribution of the peripheral nerve"
https://www.orthobullets.com/pathology/8002/impending-fracture-and-prophylactic-fixation,,
https://www.orthobullets.com/foot-and-ankle/7035/tibiotalar-impingement,"Mechanism
repetitive overuse injuries
trauma
degenerative sequelae
can also be caused by excessive anterolateral soft tissues or posterior soft tissue or osseous abnormalities",pain in anterior ankle
https://www.orthobullets.com/trauma/1021/terrible-triad-injury-of-elbow,"Characterized by presence of
elbow dislocation
(often associated with posterolateral dislocation or LCL injury )
radial head or neck fracture
coronoid fracture
Pathophysiology
mechanism
fall on supinated forearm and extended arm that results in a combination of
valgus, axial, and posterolateral rotatory forces
produces
posterolateral dislocation
pathoanatomy
structures of elbow fail from lateral to medial
LCL disrupted first
anterior capsule injured next
possible MCL disruption","patients complain of pain, clicking and locking with elbow in extension"
https://www.orthobullets.com/hand/6009/wrist-arthroscopy,,
https://www.orthobullets.com/hand/422868/scaphoid-fracture-nonunion,"Pathophysiology
pathoantomy
lack of stability and/or biology leading to nonunion at fracture site
Associated conditions
osteonecrosis
SNAC (Scaphoid Nonunion Advanced Collapse)","common symptoms
some patients will deny any significant symptoms
wrist pain
worsened with motion
difficulty with grip"
https://www.orthobullets.com/hand/6074/camptodactyly,"Pathophysiology
typically caused by either
abnormal lumbrical insertion/origin
abnormal (adherent, hypoplastic) FDS insertion
other less common causes include
abnormal central slip
abnormal extensor hood
abnormal volar plate
skin, subcutaneous tissue, or dermis contracture
Genetics
most often sporadic
can be inherited with autosomal dominant inheritance with incomplete penetrance/variable expressivity
Associated conditons
can be associated with more widespread developmental dysmorphology syndromes","often goes unnoticed as usually only affects small finger and is very rarely associated with any significant compromise in function
typically painless and without motor/sensory deficits"
https://www.orthobullets.com/hand/6030/snapping-extensor-carpi-ulnaris-ecu,"Pathoanatomy
ECU subluxation is secondary to attenuation or
rupture of the ECU subsheath (6th dorsal compartment)
attenuation
remains intact but is stripped at ulnar/palmar attachment to produce a false pouch that the ECU tendon can subluxate/dislocate into
rupture
ulnar sided ECU subsheath tears
ECU subluxates on supination, and reduces on pronation
radial sided ECU subsheath tears
ECU subluxates on supination, and lies
on top of the torn subsheath
on pronation
subluxation and snapping can lead to ECU tendonitis","pain and snapping
over dorsal ulnar wrist"
https://www.orthobullets.com/basic-science/422816/deep-vein-thrombosis,,pain in leg
https://www.orthobullets.com/pediatrics/4018/proximal-femur-fractures--pediatric,"Pathophysiology
mechanism of injury
usually results from
high-energy trauma
(75-80%)
can result from low-energy trauma if the patient has weakened bone (i.e. tumors, metabolic bone disease)
Associated conditions
30-85% of patients will have associated traumatic injuries
head or facial trauma
splenic lacerations
retroperitoneal hemorrhage
perineal injury
pelvic ring or acetabular fractures
hip dislocation
femur fractures
associated complications
AVN
premature physeal closure","severe pain in affected hip
inability to bear weight"
https://www.orthobullets.com/pathology/8001/bone-tumor-staging-systems,,
https://www.orthobullets.com/recon/5009/tha-revision,"Pathophysiology
femoral component failure
acetabular component failure
both component failure
neither
Indications
wound healing complications
periprosthetic fracture
implant fracture
hip instability
periprosethic joint infection (PJI)
adverse local soft tissue reaction (MoM)
trunnionosis
osteolysis
aseptic loosening
limb length discrepancy (LLD)
Broad categories
revision surgery without affecting modular OR nonmodular components
revision wound closure
psoas release
heterotopic bone excision
ORIF of periprosthetic fracture
revision surgery affecting modular components only
femoral head and or polyethyelene exchange
titanium sleeve
r
evision surgery nonmodular components
acetabular component exchange
most common
reason for revision in the Charnley ""low-friction"" total hip arthroplasty
femoral component exchange
removal of both components
replaced with new components
replaced with antibiotic spacer
girdlestone","groin pain --> acetabulum
thigh pain --> femoral stem
start-up pain --> component loosening
night pain --> infection
no improvement in pain after surgery --> incorrect diagnosis"
https://www.orthobullets.com/spine/2004/spinal-cord-anatomy,,
https://www.orthobullets.com/shoulder-and-elbow/3048/distal-clavicle-osteolysis,"Pathophysiology
pathoanatomy
caused by
repetitive stress and micro-fracture
in distal clavicle which leads to osteopenia","pain
located at distal clavicle and anterior superior shoulder
insidious in onset
exacerbated by repetitive loading (ie. bench press or push-ups)"
https://www.orthobullets.com/pediatrics/4074/severs-disease,"Mechanism
exact etiology is unknown
thought to be due to traction apophysitis and repetitive microtrauma experienced during gait (similar to Osgood Schlatter's Disease)","pain in the area of the calcaneal apophysis in an immature athlete
pain increased with activity or impact
stretch of the triceps surae exacerbates heel pain
can display warmth, erythema, & swelling"
https://www.orthobullets.com/knee-and-sports/3102/hamstring-injuries,"Pathophysiology
Mechanism of injury
intramuscular and musculotendinous injuries
most often occur during
sudden takeoff phase of running
proximal hamstring avulsions
occurs as a
result of hip flexion and knee extension
eccentric contraction of hamstring at the end of swing phase when muscle fibers are at maximal elongation.
Pathobiology
satellite cell plays a role in muscle healing following muscle injury","common symptoms
posterior thigh pain
hamstring tightness
pain with sitting
proximal avulsions"
https://www.orthobullets.com/knee-and-sports/3110/femoral-neck-stress-fractures,"Pathophysiology
mechanism
repetitive loading of femoral neck exceeds elastic properties of bone causing microscopic fracture
continuous microscopic fractures exceed osteoblastic activity resulting in stress fracture
Genetics
3x higher risk with absent gene
calcitonin receptor C allele
vitamin D recepter C-A haplotype
Associated conditions
""
female athlete triad
""
amenorrhea, eating disorder, and osteoporosis
must be considered in any female athlete with stress fracture
2-4x increased risk
hormonal dysregulation of hypothalamic-pituitary-gonadal (HPG) axis
decrease in estrogen levels which is necessary for osteoblast maturation
increased osteoclast activity relative to osteoblast activity
oral-contraceptives use increases bone mineral density
FAI
associated with 50% of FNF stress fractures
42% CAM lesion
78% pincer lesion","insidious
onset of thigh or groin pain
may radiate to knee
pain increases with repetitive weight-bearing activities
pain improves with cessation of activity
completion of fracture may be associated with cracking or popping and inability to bear weight"
https://www.orthobullets.com/shoulder-and-elbow/3044/rotator-cuff-arthropathy,"Pathophysiology
cuff tear arthropathy
mechanical factors
loss of the concavity due to compression effect
decreased range of motion and shoulder function
humeral head migration
instability with possible recurrent dislocations
nutritional factors
loss of water tight joint space
decreased joint fluid
cartilage atrophy (decrease in water and glycosaminoglycan content) and subchondral collapse (disuse osteoporosis)
crystalline-induced arthropathy
degradation proteins in the synovium destroy the rotator cuff and cartilage
end-stage disease leads to calcium phosphate crystal deposits
Rotator cuff arthropathy is characterized by the combination of
rotator cuff insufficiency
glenohumeral cartilage destruction
superior migration of the humeral head
subchondral osteoporosis
humeral head collapse","pain, including night-pain
subjective weakness
subjective stiffness"
https://www.orthobullets.com/recon/3135/high-tibial-osteotomy,"Use
predominately done for
varus deformities
less common for valgus deformities
Angular deformity in the knee leads to abnormal distribution of weight bearing stresses
can
accelerate wear in medial or lateral compartments
of the knee and lead to degeneration
HTO is commonly combined with cartilage restoration procedures
to provide better mechanical environment for biologic repair",pain on medial or lateral side of knee
https://www.orthobullets.com/basic-science/9054/anticoagulation-medications,,
https://www.orthobullets.com/trauma/1055/trauma-scoring-systems,,
https://www.orthobullets.com/hand/6058/dupuytrens-disease,"Pathophysiology
cytokine-mediated transformation of normal fibroblasts into
abnormal
myofibroblasts
, turning
normal
fascial bands into pathological
cords
contractile properties are abnormal and exaggerated
differs from fibroblast as the myofibroblast has
intra
cellular
actin
filaments aligned along long axis of cell
adjacent myofibroblasts connect via
extra
cellular
fibronectin
to act together to create contracted tissue
increase in ratio of
type III
to type I collagen
increase in free radical formation
cytokines released by macrophages and lymphocytes have been implicated
TGFbeta1
, TGFbeta2, epidermal growth factor, PDGF, connective tissue growth factor
Risk factors for increased severity and recurrence after treatment
male gender
onset before age 50
bilateral disease
sibling/parent involvement
Dupuytren's Diathesis
age <50, white men, bilateral hands, family history, ectopic disease outside the palm including Ledderhose, Peyronies, Garrod pads
Associated conditions
medical
tuberculosis
chronic pulmonary disease
HIV/AIDS
tobacco use
alcohol use
diabetes
epilepsy
antiseizure medications
ectopic manifestations (Ledderhose, Peyronie's, Garrod)
Peyronie's disease (dartos fascia of penis) 2-8%
Garrod disease (knuckle pads)  40-50%
Ledderhose disease (plantar fascia) 10-30%","decreased ROM affecting ADL
painless nodules unless compressing nearby neurovasculature"
https://www.orthobullets.com/foot-and-ankle/7049/lower-extremity-os,"Definition
accessory ossicles
secondary ossification centers that remain separated from the normal bon
sesamoids
are
bones that are incorporated into tendons
and move with normal and abnormal tendon motion
Most common ossicles
os trigonum
accessory navicular (os tibiale externum)
os intermetatarseum
Most common sesamoids
os peroneum
located in the peroneus longus tendon
hallux sesamoids
located in the flexor hallucis brevis tendon at the base of the 1st metatarsal head",
https://www.orthobullets.com/hand/6004/flexor-pulley-system,,
https://www.orthobullets.com/basic-science/9078/embryology,,
https://www.orthobullets.com/pediatrics/4124/pediatric-trauma-evaluation-and-management,"Pathophysiology
falls and motor vehicle accidents most common",
https://www.orthobullets.com/hand/6026/de-quervains-tenosynovitis,"Pathophysiology
pathoanatomy
thickening and swelling of extensor retinaculum causes increased tendon friction
NOT considered an inflammatory process
may be related to accumulation of mucopolysaccharides","gradual onset
radial sided wrist pain
pain exacerbated by gripping and raising objects with wrist in neutral"
https://www.orthobullets.com/pathology/8027/non-ossifying-fibroma,"Mechanism
non-ossifying fibroma (NOF) is a benign fibrogenic lesion that is related to dysfunctional ossification
one of the
most common benign bone tumors in childhood (with osteochondroma)
other names
metaphyseal fibrous defect
nonosteogenic fibroma
cortical desmoid
fibrous cortical defect
fibromatosis
fibroxanthoma
Pathophysiology
possibly due to abnormal osteoclastic resorption at the subperiosteal level during remodeling of the metaphysis
Associated conditions
Jaffe-Campanacci syndrome
congenital syndrome of multiple non-ossifying fibromas and
cafe au lait pigmentation
mental retardation
heart, eyes, gonads involved
neurofibromatosis
familial multifocal NOF
ABC","asymptomatic
usually found incidentally
may present with pathologic fracture"
https://www.orthobullets.com/shoulder-and-elbow/3084/elbow-arthritis,"Osteoarthritis
epidemiology
incidence
clinically symptomatic primary osteoarthritis rare (2% prevalence)
demographics
men
to women 4:1
middle-aged male
laborers
can present from 20 to 70 years of age (
average 50 years
)
location
association with
dominant hand
risk factors
strenuous manual labor
pathophysiology
etiologies include
primary arthritis
secondary causes
post-traumatic arthritis
osteochondritis dissecans
synovial osteochondromatosis
MUCL or ligamentous insufficiency, valgus extension overload
pathoanatomy
osteophytosis
capsular contracture
loose bodies
periarticular osteophytes block motion
preferentially involves radiocapitellar joint, sparing ulnohumeral articulation
Post-traumatic arthritis
epidemiology
second most common etiology of arthritis (rheumatoid historically the most common)
common after nonoperatively treated radial head fractures, elbow/fracture dislocations, and traumatic instability.
more common in younger patients compared to other etiologies (inflammatory and primary arthritis)
pathoanatomy
direct articular cartilage damage
surface incongruency alters load distribution across the bearing surface
may encompass entire joint or may be isolated to specific areas of the ulnohumeral and/or radiocapitellar articulartion
degenerative changes and early onset arthritis result as a consequence of the above
may be accompanied by stiffness, chronic instability, malunion, or nonunion
Inflammatory arthritis
epidemiology
rheumatoid arthritis
most common inflammatory arthropathy in adults
most prevalent elbow arthritis
elbow affected in 20% to 50%
causes progressive bone resorption and osteopenia
other causes
psoriatic arthritis
systemic lupus erythematosius
pigmented villonodular synovitis
pathophysiology
inflammation, chronic synovitis, ligament attenuation, periarticular osteopenia, capsular contracture
pathoanatomy
fixed flexion contracture
instability
ulnar or (less commonly) radial neuropathy
articular cartilage erosion
cyst formation
deformity
joint space loss
progressive instability",
